replicate_id,bigvgan_base_24khz_100band,bigvgan_v2_24khz_100band_256x,bridgevoc,comvo_base,comvo_large,flow2gan,freev,griffin_lim,hifigan_universal_v1,periodwave_24k,periodwave_turbo,rfwave_libritts_24k,rndvoc,vocos_mel_24khz,wavefm
10,70.8697509765625,72.38691711425781,74.69676208496094,72.55013275146484,69.84632110595703,75.28673553466797,65.04705810546875,79.37520599365234,65.6761474609375,65.16392517089844,72.44071960449219,63.49212265014648,76.18323516845703,74.6885986328125,66.06179809570312
11,70.82684326171875,72.43648529052734,74.69686889648438,72.39514923095703,69.69096374511719,75.38245391845703,64.27693939208984,79.34320831298828,65.2385482788086,65.089111328125,72.58073425292969,63.83219528198242,76.24465942382812,74.50348663330078,65.98200988769531
12,70.90778350830078,72.45062255859375,74.72500610351562,72.58540344238281,69.83309173583984,75.39067077636719,64.6928939819336,79.43070983886719,65.46306610107422,65.22420501708984,72.56975555419922,63.81097030639648,76.27975463867188,74.64472198486328,66.1240005493164
13,70.58149719238281,72.14027404785156,74.52056884765625,72.26104736328125,69.58515930175781,75.10539245605469,64.42631530761719,79.16361236572266,65.1396713256836,64.9157943725586,72.24695587158203,63.6815071105957,76.05464172363281,74.14007568359375,65.87479400634766
14,70.4228515625,72.22420501708984,74.48945617675781,72.23345184326172,69.5207290649414,75.13005065917969,64.61300659179688,79.13309478759766,64.66828155517578,64.78043365478516,72.29048156738281,63.46662139892578,75.98086547851562,74.14562225341797,65.8306655883789
15,70.67459869384766,72.18021392822266,74.52433013916016,72.34053802490234,69.62873840332031,75.1037368774414,65.17943572998047,79.20365905761719,65.45942687988281,65.04413604736328,72.25468444824219,63.40569305419922,76.03240203857422,74.50326538085938,65.89544677734375
16,70.83796691894531,72.40485382080078,74.67341613769531,72.47834777832031,69.81108093261719,75.32164764404297,65.10090637207031,79.30990600585938,65.72602081298828,65.13587951660156,72.5540771484375,63.71212005615234,76.1536636352539,74.58328247070312,65.88524627685547
17,70.84246826171875,72.42277526855469,74.64755249023438,72.4830551147461,69.73391723632812,75.40757751464844,65.21769714355469,79.2424087524414,65.50708770751953,65.1138916015625,72.55097961425781,63.63079833984375,76.14344024658203,74.67416381835938,66.04244232177734
18,71.04359436035156,72.59162139892578,74.79706573486328,72.6668930053711,69.9060287475586,75.5303955078125,65.26179504394531,79.46302795410156,65.7380142211914,65.2176742553711,72.70418548583984,63.54484939575195,76.29434967041016,74.82463836669922,66.26480865478516
19,70.88367462158203,72.43293762207031,74.71295928955078,72.511474609375,69.76065063476562,75.39768981933594,64.55213165283203,79.34857940673828,65.42012023925781,65.19501495361328,72.57054901123047,63.49235534667969,76.20015716552734,74.69076538085938,66.1396713256836
20,70.95801544189453,72.45758056640625,74.67374420166016,72.48155975341797,69.7574234008789,75.35881042480469,64.880615234375,79.37986755371094,65.60407257080078,65.18003845214844,72.49899291992188,63.40581893920898,76.188720703125,74.71743774414062,66.08053588867188
21,70.9241714477539,72.41893005371094,74.66850280761719,72.65614318847656,69.85578155517578,75.28691101074219,65.92259979248047,79.44292449951172,65.76406860351562,65.1805648803711,72.47303771972656,63.29462814331055,76.09268188476562,74.76915740966797,66.07074737548828
22,70.89385223388672,72.4884033203125,74.68939208984375,72.564453125,69.8230209350586,75.40481567382812,65.0525894165039,79.34697723388672,65.57201385498047,65.13530731201172,72.6198959350586,63.61263656616211,76.17058563232422,74.66743469238281,66.0979995727539
23,70.74981689453125,72.32125854492188,74.68811798095703,72.44620513916016,69.7813491821289,75.26521301269531,64.87857818603516,79.17974853515625,65.5777816772461,65.05038452148438,72.4725570678711,63.68410110473633,76.18972778320312,74.36441040039062,65.85259246826172
24,70.72684478759766,72.32230377197266,74.62762451171875,72.41311645507812,69.67789459228516,75.22016906738281,64.82328796386719,79.24838256835938,65.47809600830078,65.04461669921875,72.38700866699219,63.45858383178711,76.16262817382812,74.5005111694336,65.94237518310547
25,70.51543426513672,72.06710815429688,74.51799011230469,72.0569076538086,69.39961242675781,75.02050018310547,63.87078857421875,78.95317840576172,64.96064758300781,64.80650329589844,72.18577575683594,63.63546752929688,76.01615142822266,73.99078369140625,65.77385711669922
26,70.81658172607422,72.43614196777344,74.71368408203125,72.3479232788086,69.69068145751953,75.35688781738281,64.32327270507812,79.33547973632812,65.39918518066406,65.16669464111328,72.54950714111328,63.627891540527344,76.17808532714844,74.54074096679688,65.98190307617188
27,70.8854751586914,72.48973083496094,74.73085021972656,72.5874252319336,69.82709503173828,75.36480712890625,64.82099151611328,79.45970153808594,65.5394058227539,65.13887023925781,72.5458984375,63.38662338256836,76.2105484008789,74.78736877441406,66.24122619628906
28,70.74717712402344,72.3065414428711,74.57781982421875,72.39741516113281,69.70767974853516,75.22726440429688,64.9365005493164,79.19764709472656,65.56527709960938,65.06153869628906,72.44075775146484,63.518310546875,76.06080627441406,74.50550079345703,65.90331268310547
29,70.79985809326172,72.38932037353516,74.63772583007812,72.53557586669922,69.78732299804688,75.26173400878906,64.92120361328125,79.43206024169922,65.57061004638672,65.12664794921875,72.44374084472656,63.37543869018555,76.1629409790039,74.69344329833984,66.08993530273438
30,71.04374694824219,72.53350067138672,74.76689147949219,72.71488189697266,69.96890258789062,75.49296569824219,65.7751693725586,79.39328002929688,65.86221313476562,65.23043060302734,72.67222595214844,63.50650405883789,76.185302734375,74.88795471191406,66.24983215332031
31,70.72584533691406,72.27577209472656,74.64566802978516,72.2911605834961,69.68059539794922,75.22272491455078,64.10099792480469,79.21366882324219,65.2345199584961,65.04424285888672,72.41370391845703,63.74571228027344,76.2069320678711,74.35464477539062,65.78157043457031
32,70.53849792480469,72.17704772949219,74.46287536621094,72.40015411376953,69.62727355957031,75.0560302734375,64.86773681640625,79.17383575439453,65.20318603515625,64.907470703125,72.2350082397461,63.33558654785156,75.97844696044922,74.35635375976562,65.92803192138672
33,70.8720474243164,72.3790283203125,74.58108520507812,72.46278381347656,69.78396606445312,75.2564468383789,65.18634033203125,79.2376708984375,65.67863464355469,65.1576919555664,72.43231201171875,63.343875885009766,76.07752227783203,74.6847915649414,65.96427154541016
34,70.86420440673828,72.42291259765625,74.64662170410156,72.42806243896484,69.73542022705078,75.44306182861328,65.3978042602539,79.27584075927734,65.56464385986328,65.14412689208984,72.60002899169922,63.62062072753906,76.10363006591797,74.70415496826172,66.09838104248047
